,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ppi,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
662,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.2,47572,141.21,0,0,500,0,0,0
663,HP,Notebook,Intel Core i3,6,1TB HDD,AMD Radeon,Windows 10,2.04,47928,141.21,0,0,1,0,0,0
664,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,132204,127.34,0,0,1,128,0,0
665,Toshiba,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,44282,100.45,0,0,0,128,0,0
666,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.06,84919,141.21,0,0,1,0,0,0
667,HP,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Windows 10,2.1,66245,141.21,0,0,1,0,0,0
668,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.0,111861,141.21,1,0,0,256,0,0
669,Acer,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Linux,2.1,36635,100.45,0,0,0,128,0,0
671,Lenovo,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,1.9,72732,141.21,0,0,1,128,0,0
672,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.3,91943,165.63,1,1,0,256,0,0
673,Lenovo,Notebook,AMD E-Series,4,128GB SSD,AMD Radeon,Windows 10,2.2,31033,100.45,0,0,0,128,0,0
674,HP,2 in 1 Convertible,Intel Core i3,4,128GB SSD,Nvidia GeForce,Windows 10,1.63,62155,157.35,1,1,0,128,0,0
675,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,115062,141.21,0,0,1,256,0,0
676,Asus,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.1,100924,157.35,0,0,0,256,0,0
677,HP,2 in 1 Convertible,Other Intel Processor,8,64GB Flash Storage,Intel HD,Chrome OS,1.4,44015,135.09,0,1,0,0,0,64
679,Acer,Gaming,Intel Core i5,16,256GB SSD,Nvidia GeForce,Windows 10,2.5,115507,141.21,0,0,0,256,0,0
680,MSI,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.2,88733,141.21,0,0,0,256,0,0
681,Asus,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.86,37257,100.45,0,0,0,128,0,0
682,Dell,Gaming,Intel Core i5,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,182375,141.21,0,0,1,128,0,0
683,HP,Notebook,Intel Core i3,4,256GB SSD,AMD Radeon,Windows 10,2.5,62155,127.34,1,0,0,256,0,0
684,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel UHD,Windows 10,1.19,133291,165.63,1,1,0,512,0,0
685,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.49,250199,141.21,0,0,1,256,0,0
686,HP,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,1.86,54473,100.45,0,0,500,0,0,0
687,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.2,48521,100.45,0,0,1,0,0,0
688,HP,Notebook,AMD A-Series,6,2TB HDD,AMD Radeon,Windows 10,2.65,50595,127.34,1,0,2,0,0,0
689,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,28277,100.45,0,0,500,0,0,0
690,Acer,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.45,33345,111.94,0,0,0,0,0,32
691,Lenovo,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.7,62155,157.35,0,0,0,256,0,0
692,HP,Workstation,Intel Core i7,8,500GB HDD,Nvidia Quadro,Windows 10,3.14,169658,127.34,0,0,500,0,0,0
693,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.42,230303,209.8,0,1,0,256,0,0
694,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.5,86519,165.63,1,0,0,256,0,0
695,Acer,Netbook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.4,23919,135.09,0,0,0,0,0,32
696,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.38,155521,157.35,0,1,0,512,0,0
697,Asus,2 in 1 Convertible,Other Intel Processor,4,64GB Flash Storage,Intel HD,Chrome OS,1.2,59487,176.23,0,1,0,0,0,64
698,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.36,166903,165.63,0,1,0,512,0,0
699,HP,Notebook,Intel Core i7,4,500GB HDD,AMD Radeon,Windows 10,2.1,61266,141.21,1,0,500,0,0,0
700,Dell,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.56,72825,141.21,0,0,1,0,0,0
701,Lenovo,Notebook,AMD A-Series,4,256GB SSD,AMD Radeon,Windows 10,2.2,35479,141.21,0,0,0,256,0,0
702,Lenovo,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.2,38147,100.45,0,0,1,0,0,0
703,Lenovo,Notebook,Intel Core i5,4,1TB HDD +  1TB HDD,Intel HD,Windows 10,2.1,55259,141.21,0,0,2,0,0,0
704,Lenovo,Notebook,Intel Core i3,4,500GB HDD,Intel HD,No OS,1.9,40014,100.45,0,0,500,0,0,0
705,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.18,70691,141.21,0,0,0,256,0,0
706,Acer,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.6,88831,165.63,1,1,0,256,0,0
707,Lenovo,Workstation,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.18,164947,141.21,0,0,0,512,0,0
708,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.8,105904,157.35,0,0,0,256,0,0
709,HP,Notebook,AMD A-Series,6,2TB HDD,AMD Radeon,Windows 10,2.71,58243,127.34,1,0,2,0,0,0
710,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,111061,141.21,1,0,1,128,0,0
711,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Linux,1.64,96834,157.35,0,0,0,256,0,0
712,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Linux,1.98,64556,141.21,0,0,1,0,0,0
713,Asus,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.5,26498,157.35,0,0,0,0,0,32
714,Dell,Notebook,Intel Core i5,16,512GB SSD,Intel HD,Windows 10,1.93,126859,141.21,0,0,0,512,0,0
715,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.87,76211,157.35,1,0,0,256,0,0
716,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,104837,141.21,0,0,0,256,0,0
717,Lenovo,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.19,26498,100.45,0,0,500,0,0,0
719,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.63,106704,127.34,0,0,0,256,0,0
720,Lenovo,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.17,149976,209.8,1,0,0,512,0,0
721,HP,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.58,74390,117.83,1,1,0,256,0,0
722,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,133291,157.35,1,0,0,256,0,0
723,Dell,Gaming,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,325394,254.67,0,0,1,1,0,0
724,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,119907,127.34,0,0,1,128,0,0
725,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Intel HD,No OS,1.9,43562,100.45,0,0,1,0,0,0
726,Dell,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.2,63933,141.21,0,0,1,128,0,0
727,Dell,2 in 1 Convertible,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,1.71,57709,165.63,0,1,1,0,0,0
728,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Linux,2.32,52420,100.45,0,0,1,0,0,0
729,HP,Notebook,AMD A-Series,4,1TB HDD,AMD Radeon,Windows 10,2.1,43482,141.21,0,0,1,0,0,0
730,Acer,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,172060,127.34,1,0,1,128,0,0
731,Dell,Notebook,Intel Core i5,12,1TB HDD,Intel HD,Windows 10,2.25,57709,100.45,0,0,1,0,0,0
732,HP,Notebook,AMD A-Series,6,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.1,57798,141.21,0,0,1,128,0,0
733,Acer,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.4,49706,100.45,0,0,500,0,0,0
734,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.44,85363,165.63,1,0,0,256,0,0
735,Lenovo,Notebook,Intel Core i7,4,1TB HDD,Intel HD,Windows 10,1.85,69269,141.21,0,0,1,0,0,0
736,HP,Workstation,Intel Core i7,16,256GB SSD,Nvidia Quadro,Windows 10,2.6,215097,141.21,0,0,0,256,0,0
737,Dell,2 in 1 Convertible,Intel Core i5,8,1TB HDD,Intel UHD,Windows 10,1.55,58598,165.63,0,1,1,0,0,0
738,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.8,186241,141.21,0,0,1,256,0,0
739,Acer,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.4,36528,100.45,0,0,500,0,0,0
740,Dell,Notebook,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.0,107326,141.21,0,0,1,128,0,0
741,Dell,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,2.0,59132,100.45,0,0,0,256,0,0
742,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.25,136492,157.35,1,1,0,256,0,0
743,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,88831,157.35,0,1,0,256,0,0
744,Lenovo,Workstation,Intel Core i7,16,1TB SSD,Nvidia Quadro,Windows 10,2.5,293347,282.42,1,0,0,1,0,0
745,Acer,Notebook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Chrome OS,1.68,29344,111.94,0,0,0,0,0,32
747,HP,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,1.86,47928,141.21,0,0,0,256,0,0
748,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,100187,111.94,0,0,0,256,0,0
749,HP,Workstation,Other Intel Processor,16,256GB SSD,Nvidia Quadro,Windows 7,3.0,390270,127.34,1,0,0,256,0,0
750,Lenovo,Netbook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.4,42237,135.09,0,1,0,128,0,0
751,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.84,168948,141.21,0,0,0,256,0,0
752,Asus,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,No OS,2.45,51485,100.45,0,0,1,0,0,0
753,Lenovo,Ultrabook,Intel Core i5,4,180GB SSD,Intel HD,Windows 10,1.7,97456,157.35,0,0,0,180,0,0
754,Asus,Notebook,Intel Core i7,4,256GB SSD,Intel HD,Windows 10,2.37,75573,100.45,0,0,0,256,0,0
755,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.3,106615,276.05,1,1,0,256,0,0
756,HP,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,97723,141.21,1,0,1,128,0,0
757,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.59,138804,141.21,0,0,0,256,0,0
758,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,255111,282.42,1,0,1,256,0,0
759,Acer,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.1,53263,100.45,0,0,0,256,0,0
760,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,93188,141.21,1,0,1,128,0,0
761,Dell,Ultrabook,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.18,165302,176.23,0,0,0,256,0,0
763,Asus,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,100391,276.05,1,0,0,256,0,0
764,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.65,75493,117.83,0,0,500,0,0,0
765,Acer,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.6,58243,117.83,0,0,0,128,0,0
766,Asus,Notebook,Other Intel Processor,4,1TB HDD,Nvidia GeForce,Windows 10,2.8,41823,90.58,0,0,1,0,0,0
767,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.72,97723,282.42,1,1,1,128,0,0
769,Acer,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.1,26498,100.45,0,0,1,0,0,0
770,Dell,Notebook,Intel Core i7,16,256GB SSD,AMD Radeon,Windows 10,2.3,105039,141.21,0,0,0,256,0,0
772,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.75,90698,111.94,1,0,0,128,0,0
773,Dell,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,97723,141.21,0,0,1,0,0,0
774,HP,Ultrabook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.26,110616,125.37,0,0,0,256,0,0
775,Asus,2 in 1 Convertible,Intel Core i7,12,2TB HDD,Nvidia GeForce,Windows 10,2.3,74604,141.21,0,1,2,0,0,0
776,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.5,210740,282.42,0,0,0,512,0,0
777,Acer,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.8,56553,157.35,1,0,0,128,0,0
779,Asus,Notebook,Other Intel Processor,8,128GB SSD,Intel HD,Windows 10,2.0,51743,141.21,0,0,0,128,0,0
780,Dell,Gaming,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,319116,127.34,1,0,1,1,0,0
781,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,208962,127.34,1,0,1,256,0,0
782,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,1.47,156855,157.35,1,0,0,512,0,0
783,Lenovo,Notebook,Other Intel Processor,8,1TB HDD,Intel HD,No OS,2.2,29255,100.45,0,0,1,0,0,0
784,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.7,204427,157.35,0,0,0,512,0,0
785,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.6,168148,157.35,1,0,1,256,0,0
786,MSI,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,96834,141.21,0,0,1,128,0,0
787,Lenovo,Gaming,Intel Core i7,4,1TB HDD,Nvidia GeForce,Windows 10,2.4,88831,141.21,1,0,1,0,0,0
788,Acer,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,204427,127.34,1,0,1,256,0,0
789,Dell,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.62,87586,141.21,0,0,0,256,0,0
790,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.24,119064,141.21,0,0,1,128,0,0
792,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.37,175172,165.63,1,1,0,512,0,0
793,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.08,85274,141.21,0,1,0,256,0,0
795,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.42,207184,209.8,1,1,0,256,0,0
796,Asus,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.63,26587,111.94,0,0,0,0,0,32
797,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.95,72025,100.45,0,0,0,128,0,0
799,Dell,Notebook,Intel Core i3,8,256GB SSD,AMD Radeon,Windows 10,2.0,65712,141.21,0,0,0,256,0,0
800,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,3.14,183611,141.21,0,0,0,256,0,0
801,Asus,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.37,97723,141.21,0,0,0,256,0,0
802,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.29,133291,165.63,0,0,0,256,0,0
803,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.06,155521,282.42,0,1,0,256,0,0
804,Dell,Netbook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.63,66156,135.09,0,0,0,128,0,0
805,HP,Netbook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.26,123510,125.37,0,0,0,256,0,0
806,Toshiba,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.1,69358,100.45,0,0,500,0,0,0
807,HP,Notebook,AMD A-Series,8,2TB HDD,AMD Radeon,Windows 10,2.04,55931,100.45,0,0,2,0,0,0
808,Dell,Gaming,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.62,149297,282.42,0,0,0,512,0,0
809,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.4,54152,141.21,0,0,1,0,0,0
810,HP,Gaming,Intel Core i7,12,1TB HDD,AMD Radeon,Windows 10,3.74,155521,127.34,1,0,1,0,0,0
811,MSI,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,214742,127.34,0,0,1,512,0,0
813,Dell,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,1.98,85452,141.21,0,0,1,0,0,0
814,Dell,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.18,70230,141.21,0,0,0,256,0,0
815,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.32,165302,157.35,0,0,0,256,0,0
817,HP,Netbook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.23,34234,135.09,0,0,0,0,0,16
818,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,222746,127.34,1,0,1,128,0,0
819,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.76,67135,111.94,0,0,500,0,0,0
820,Lenovo,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.1,43562,100.45,0,0,500,0,0,0
821,Toshiba,Ultrabook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.25,96923,111.94,0,0,0,128,0,0
822,Lenovo,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.13,222211,157.35,1,0,0,512,0,0
823,MSI,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.4,106615,141.21,0,0,0,256,0,0
824,Lenovo,Ultrabook,Intel Core i5,8,256GB Flash Storage,Intel HD,Windows 10,1.13,166725,157.35,1,0,0,0,0,256
825,Toshiba,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.75,44371,111.94,0,0,0,128,0,0
826,Asus,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.1,120753,165.63,0,1,0,256,0,0
827,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.76,52018,111.94,0,0,500,0,0,0
828,Acer,Netbook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.35,31567,135.09,1,0,0,0,0,32
829,Acer,Notebook,Intel Core i3,8,128GB SSD,Intel HD,Windows 10,1.5,55041,157.35,1,0,0,128,0,0
831,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.1,186643,209.8,1,0,0,512,0,0
832,Asus,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Linux,2.1,46149,141.21,0,0,1,0,0,0
833,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,105459,157.35,0,0,0,256,0,0
834,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,146718,157.35,1,0,0,256,0,0
835,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,246720,141.21,0,0,1,256,0,0
836,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,215097,127.34,0,0,1,256,0,0
837,Toshiba,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.0,59487,100.45,0,0,500,0,0,0
838,Lenovo,Notebook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.5,28899,111.94,0,0,0,0,0,16
839,Asus,Notebook,Intel Core i5,8,128GB HDD,Intel HD,Windows 10,2.3,52463,141.21,0,0,128,0,0,0
840,Asus,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,159967,127.34,0,0,1,512,0,0
841,Dell,Gaming,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,273241,127.34,1,0,1,512,0,0
842,HP,Notebook,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.63,80917,106.11,0,0,1,0,0,0
843,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,2.18,63488,100.45,0,0,0,128,0,0
844,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 7,1.54,166280,157.35,0,0,0,512,0,0
845,Dell,Notebook,Intel Core i7,4,256GB SSD,AMD Radeon,Windows 10,2.18,65712,141.21,0,0,0,256,0,0
846,HP,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.4,54686,135.09,0,1,0,0,0,32
847,Asus,Ultrabook,Intel Core i5,8,512GB SSD,Nvidia GeForce,Windows 10,1.45,91232,165.63,1,0,0,512,0,0
848,HP,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.28,202471,165.63,0,1,0,256,0,0
849,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.54,130535,157.35,0,0,0,512,0,0
850,HP,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,No OS,1.86,26587,100.45,0,0,0,128,0,0
851,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.1,168859,141.21,0,0,1,128,0,0
852,Dell,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.83,76916,127.34,0,0,1,0,0,0
853,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.96,169215,157.35,1,0,0,256,0,0
854,Asus,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.3,69980,141.21,1,0,0,256,0,0
855,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.9,84029,141.21,0,0,0,128,0,0
856,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.0,39925,100.45,0,0,1,0,0,0
857,HP,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.28,227546,165.63,0,1,0,256,0,0
858,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,1.62,57709,165.63,0,1,1,0,0,0
859,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Intel HD,No OS,2.2,41703,141.21,0,0,1,0,0,0
860,Lenovo,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.3,75641,141.21,1,0,1,0,0,0
861,HP,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,1.84,119953,141.21,0,0,0,256,0,0
862,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.05,114262,165.63,0,0,0,128,0,0
863,Lenovo,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,No OS,2.5,90432,141.21,1,0,1,0,0,0
864,Dell,Ultrabook,Intel Core i7,16,512GB SSD,Intel Iris,Windows 10,1.29,199181,276.05,0,1,0,512,0,0
865,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.07,80917,141.21,0,0,500,0,0,0
866,Toshiba,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,97367,117.83,0,0,0,256,0,0
867,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.37,173394,165.63,1,1,0,256,0,0
868,Acer,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.56,80206,157.35,1,0,0,256,0,0
869,Dell,Workstation,Intel Core i7,8,1TB HDD,Nvidia Quadro,Windows 10,2.23,158100,141.21,0,0,1,0,0,0
870,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.38,93811,100.45,0,0,500,0,0,0
871,Lenovo,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,No OS,2.2,42593,141.21,0,0,1,0,0,0
872,Toshiba,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.0,123421,141.21,1,0,0,256,0,0
873,Lenovo,Notebook,Intel Core i3,4,180GB SSD,Intel HD,Windows 10,1.44,65356,165.63,1,0,0,180,0,0
875,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.6,150275,176.23,0,0,0,256,0,0
876,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.0,35478,100.45,0,0,1,0,0,0
878,Dell,Notebook,Intel Core i5,4,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.18,81140,141.21,0,0,1,128,0,0
879,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.04,74604,141.21,0,0,0,256,0,0
880,HP,2 in 1 Convertible,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.28,151164,165.63,0,1,0,256,0,0
881,HP,2 in 1 Convertible,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.3,60892,100.45,0,1,500,0,0,0
883,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,59487,141.21,1,0,1,0,0,0
884,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,32811,100.45,0,0,500,0,0,0
